,doc_id,doc_text
665,686,Why have most of the guys in India become so desperate? Don't they know that girls don't always look for relationships? Would it hurt guys to become our friend first?
666,687,What are the five most popular sugar daddy websites?
667,688,What is it like to date a cougar or a sugar daddy?
668,689,What is the VTU 1st sem exam time table of 2016 (Dec)?
669,690,How do I frame my time table for 4 months to crack Gate 2016?
670,691,What is the best phone to buy below 15k?
671,692,Which are best mobile phones to buy under 15000?
672,693,How do we start a business?
673,694,How do I start business from nothing?
674,695,What's the best near-death experience you've ever had?
675,696,Has anyone ever had a near-death experience?
676,697,Why do I keep getting fleas from my dogs?
677,698,How can I keep my dog from getting fleas?
678,699,What year did the letter J come?
679,700,When was the Letter J created?
680,701,Harvard College Courses: What is general shopping advice for Turkish classes?
681,702,Harvard College Courses: What is general shopping advice for Tamil classes?
682,703,How do I send message from one Android phone to another Android phone through bluetooth?
683,704,How do I transfer my contacts from one Android phone to another Android phone?
684,705,What are the most important books ever written?
685,706,What universities does Sigma Designs recruit new grads from? What majors are they looking for?
686,707,What universities does Sigma-Aldrich recruit new grads from? What majors are they looking for?
687,708,Can we do an M.Phil in India after doing Masters in UK (MA in Psychology)?
688,709,I'm a masters student interested to work in Humanitarian sector. What are the skills required? I'm a medical doctor doing my masters in UK
689,710,What universities does Powell Industries recruit new grads from? What majors are they looking for?
690,711,What universities does Chart Industries recruit new grads from? What majors are they looking for?
691,712,What are some of the best movie posters you have come across?
692,713,What are the best & iconic movie posters?
693,714,What are some examples of deuteromycota and how are they formed?
694,715,Could all bitcoin mining be done by a single Raspberry Pi?
695,716,How racist is too racist?
696,717,How racist are you?
697,718,Are there any differences between however and nevertheless?
698,719,What's the difference between between and among?
699,720,Are Canada Geese really Canadian?
700,721,What do Canadians call Canada?
701,722,How do I find the zeros of the polynomial function [math]f(x)=\dfrac{1}{2}x^{3}-3x[/math]?
702,723,How would you find the zero of the function for [math]y=\frac{4x^2 - 36x}{ x-9}[/math]?
703,724,How do I edit my devices on my Google play account?
704,725,How do I add a second device to a Google Play account?
705,726,How can I become a good speaker?
706,728,How can I write a letter to Mr. Narendra Modi?
707,729,How can I write to Narendra Modi?
708,730,Who is more electable in a general Presidential election: Donald Trump or Ted Cruz?
709,731,Who is more delusional: Donald Trump or Ted Cruz?
710,732,Why do they name bastards Snow?
711,733,"If Jon Snow is not Ned's bastard, why does Lady Catelyn hate him so much?"
712,734,What do you think about the Bermuda Triangle?
713,735,What are your theories about Bermuda Triangle?
714,736,Do Mexican girls like black guys?
715,737,Do girls like black guys with no beard?
716,738,Have you lived in a tiny house?
717,739,Would you live in a tiny house?
718,740,"What is a boy/girl called when he/she is 1-6 years old, 6-11years old, 11-14 years old, and 14-18 years old?"
719,741,I am an 18 years old boy and I love a girl who's 14 years old. We both live Tamil Nadu. Is this a time to propose to her?
720,742,Can you debeak cockerels at 8 months old?
721,743,How much and with what should I feed my 3 months old raven?
722,745,What should I do to avoid depression and anxiety?
723,746,How do we avoid whey in Yogurt?
724,747,Is bad breath a sign of a strong stomach?
725,748,"Im in love with my bisexual best friend who is also a guy and has a girlfriend, and I want to tell him. How do I move on?"
726,749,"I'm a girl and I'm in love my best friend (who is also a girl), what should I do?"
727,750,What is the best university in Germany for an MS?
728,751,Which are the best universities in Germany for getting a degree in mechanical engineering?
729,752,How do I maintain my peace of mind?
730,754,Which car has good build quality in india?
731,755,Is Volkswagen a good reliable car?
732,756,Why does massaging one's temples soothe a migraine or headache?
733,757,What are the causes and most effective ways to treat or cure migraine headaches?
734,758,Which one is better among KMC Manipal and KMC Mangalore?
735,759,What is the brief comparison of KMC in Manipal and Mangalore?
736,760,Why are my bestfriend still ignoring me?
737,761,What should I do when my bestfriend is ignoring me?
738,762,What are the sensors available in Acer Liquid Z630S Android Smart phone by using CPU-Z App?
739,763,Which useful Android phone apps are not available in the Google Play store?
740,764,How do I keep motivation to learn a language?
741,765,How do you keep motivated when you learn a new language?
742,766,What are the top assessment companies in India?
743,767,Which are the top firms in Skills assessment industry in India and Globally?
744,768,What does @ mean as an emoticon?
745,769,Emoticons: What does “:/” mean?
746,770,Is a pinkish discharge normal in early pregnancy? What causes it?
747,771,What did nicholas piramal do with 17500 cr?
748,772,What are the best ways to properly finger yourself?
749,773,What would be the best way of keeping yourself amused in a prison?
750,774,How do scientists work?
751,775,Where do scientists work?
752,776,How many sponsored candidates are shortlisted for CMC vellore?
753,777,"What is the office culture and woking at Patanjali office, haridwar?"
754,778,What is the different between Chinese wedding ceremony and western wedding ceremony?
755,779,What is the difference between Chinese and Western style wedding?
756,780,What is the condition of tourism in Pakistan?
757,781,Preferable PG courses for BE (EEE) student in Tamil Nadu?
758,782,What is the different between offshore and onshore funds?
759,783,What is the difference between offshore and onshore?
760,785,Why do people hate Shahrukh Khan and why do people feel that he is not an Indian?
761,786,What are the best self-help books you've ever read?
762,787,What are the top self help books I should read?
763,788,Is Evernote useful?
764,789,What is Evernote used for?
765,790,A title for my continuation to The Gift of the Magi?
766,791,How do I start my continuation for the Gift of the Magi?
767,792,What is a good song to lyric prank your best friend?
768,793,What are some good lyric prank songs to send your best friends?
769,794,I argued with my gf that she made friends with the person that hit on her. She said I'm a control freak and she wants her freedom. What should I do?
770,795,I'm a girl in middle school. My best friends are all girls. I've found out that I'm bisexual. How do I tell my best friend who's a girl without her freaking out and it changing our whole friendship?
771,796,How do I pass a drug test for methamphetamine?
772,797,Can hair dye help pass a hair follicle drug test for daily meth smokers?
773,798,How could start with open source development?
774,799,How should I start contributing to open source projects?
775,801,"If you dream about some kind of harm, will there be injuries in real life?"
776,802,Do cricket players really drink tea on a tea break?
777,803,Do cricketers actually drink tea during tea break?
778,804,How can I get entry in MIT?
779,805,What are the requirements for selection into MIT?
780,806,Does a fetus breathe when it's inside a womb?
781,807,How does a fetus exhale in the womb?
782,808,What are movies with incest scenes?
783,809,Are there any good incest movie?
784,810,"What are the signs that a guy has feelings for you or has a crush on you, but doesn't want to show it, so he hides it?"
785,811,The guy I'm dating never texts me and I feel like he doesn't care about me but when I see him he shows me he likes me and wants me. Why do I feel this way?
786,812,"According to the International Federation of Robotics, how many robots existed in 2012?"
787,813,What type of belt can be used to lift 200 Kg continuously?
788,814,"Why is Oberon mad at Titania in ""A Midsummer Night's Dream""?"
789,815,"Why does Oberon punish Titania in ""A Midsummer Night's Dream""?"
790,816,Do you regret your divorce?
791,817,Have you ever regretted your divorce?
792,818,"How much does your DNA change over time? If I were to clone myself 70 years from now, will the clone have the same hair color?"
793,819,How much can a person's DNA change from birth to death in a life span of approximately 70 years?
794,820,Is it right to tell a girl the you have feelings for her?
795,821,What are some cool facts about Facebook?
796,822,"Is Donald Trump taking cocaine, as Howard Dean suggests?"
797,824,"Is it true that in order to be part of an elite or just rich and successful, you have to join a secret organisation otherwise no chance at all?"
798,825,What is the syllabus for ICSE 2017 geography map?
799,826,Which is more financially beneficial: being in a firm or teaching in an architecture college?
800,827,"Why might career training programs be more beneficial than a college degree, if at all, to aspiring entrepreneurs and tycoons?"
801,828,How can I see the Comedy Nights with Kapil live show?
802,829,What is the way to watch Comedy Nights with Kapil live on the sets?
803,830,Why is sandeep maheshwari not on Quora?
804,831,Who is Sandeep Maheshwari?
805,832,What is the biggest monster in Monster Hunter?
806,833,Is there a Monster Hunter PC game?
807,834,How can I convince people to stop blaspheming against the Holy Spirit?
808,835,Does it matter from which college you do your graduation (BCom) from for admission into a top Indian B-School even If I score high(99%+)?
809,836,Why can't I stop watching porn?
810,837,Why should / shouldn't I watch porn?
811,838,How can I start trusting any one?
812,839,How can one learn to trust again?
813,841,What is your bucket list?
814,842,How did you first come across porn?
815,843,How were you first introduced to porn?
816,844,"Which car services are available in Normal, IL? How good are they compared to taxis and relative to each other?"
817,845,Which car services are available in Atlanta? How good are they compared to taxis and relative to each other?
818,846,Why can’t charged molecules pass through the lipid cell membrane?
819,847,Why can't sodium channels pass through potassium channels?
820,848,How does it feel to be a spouse of a renowned porn star?
821,849,How can I get rid of the feeling that my spouse is cheating on me?
822,850,What is the best hostel booking affiliate program?
823,851,Which is the best non AC girls hostel in Srm?
824,852,"How can the drive from Brooklyn to Staten Island be described, and how do these cities' tourist attractions compare to those in Queens?"
825,853,"How can the drive from Brooklyn to Staten Island be described, and how do these cities' tourist attractions compare to other tourist attractions?"
826,854,What can I eat every day to be more healthy?
827,855,Is it healthy to eat a whole avocado every day?
828,856,How do I make free calls to family members on Airtel Andhra Pradesh?
829,857,How do I get Facebook badge notifications on HTC 10?
830,859,What will Hillary Clinton do now?
831,860,Should I use Vicks Vapor Rub for a stuffy nose?
832,861,How do you apply Vicks Vapor rub to treat a stuffy nose?
833,862,How I start prepare for UGC net English literature latest syllabus?
834,863,How do I prepare for Net JRF in English literature?
835,864,How did early Europeans get protein before the Columbian Exchange?
836,865,How did they say breakfast in Portuguese before coffee was introduced to Europeans & the Portuguese language?
837,866,What is the best forum for graphic designers?
838,867,Who is the best graphic designer in israel?
839,868,Is Alex Jones a satirical show?
840,869,How is The Canterbury Tales a satire?
841,870,Should I learn AngularJS 1.5 instead of AngularJS 2 if I don't know TypeScript?
842,871,Which should I start with: Angular 2 or AngularJS 1?
843,872,Why can't we fall asleep on some days?
844,873,Why do we fall asleep?
845,874,Which Marvel movies have not included Stan Lee cameos?
846,875,What is your favourite Stan Lee cameo in a Marvel film?
847,876,What are your views on Modi governments decision to demonetize 500 and 1000 rupee notes? How will this affect economy?
848,877,What are your views on ban of 500 and 1000 rupee notes in India?
849,878,What does the 10/6 label on the Mad Hatter's hat mean?
850,879,How do you find a figure labeled this way in a textbook?
851,880,Who wrote the Kars for Kids jingle?
852,881,I am a freelance musician. How can I get into the jingle industry?
853,882,Why is Saltwater Taffy candy imported in Greece?
854,883,Why is Saltwater taffy candy imported in China?
855,884,What are the minimum requirements to enter MIT?
856,886,How do you answer a question on Quora?
857,887,What is the best thing you've ever learned on Quora?
858,888,Israel vs Iran: who would win?
859,889,"If Israel and Iran went to war, who would win?"
860,890,When is it too late to learn the piano?
861,891,I'm almost 40. Is it too late for me to learn piano?
862,892,What are natural numbers?
863,893,What is a least natural number?
864,894,Is One Plus 3T 4G VoLTE enabled phone?
865,895,Which phone to buy Moto m or one plus 3t?
866,896,How do I enter a new email ID which I can access to recover my Facebook ID?
867,897,I lost all my ID. I am adopted and can't access my original birth certificate. How do I replace my ID without even a birth certificate?
868,898,How we can travel faster than light?
869,899,Is it possible to travel faster than light?
870,900,What is it like being a firefighter?
871,901,What's it like to be a firefighter?
872,902,What are the factors that causes data inconsistency in distributed platform/application?
873,903,What are the main data platform?
874,904,What are the differences between POCSO and sexual offenses in the IPC?
875,905,Do we need the IPC section 375?
876,906,"What is an alternative for the word ""is""?"
877,907,What is the alternative word for creative?
878,908,What is considered an illegal screen in the NBA?
879,909,Shaquille O'Neal considers Tim Duncan a power forward therefore disqualifying Duncan from the NBA great big men discussion. Does O'Neal have a point?
880,910,Nothing excites me anymore. How do I regain that excitement?
881,911,Why do I feel like I'm excited about something when I have nothing to be excited about?
882,912,What are the life lessons that Batman teaches us?
883,913,What are the life lessons you can learn from the dark knight?
884,914,How do you stop a criminal's attempt to kidnap you so you escape unharmed?
885,915,How do you stop a criminal's attempt to kidnap you and escape unharmed?
886,916,How do I sell on Amazon?
887,917,How do I start selling on Amazon?
888,918,Daniel Ek: When an we expect Spotify in India?
889,919,Daniel Ek: Are there any future plans of releasing Spotify in India?
890,920,What are the top 10 books one should read in his or her early 20s?
891,921,What books are worth reading in early 20s?
892,922,Which book should I start with for the GATE preparation?
893,923,What book do I start with for GATE preparation?
894,924,"What does the phrase ""He who does not love abides in death"" exactly mean?"
895,925,"What does the phrase ""love begets love"" mean?"
896,926,What is similar to 4Shared?
897,927,What is similar to 4shared but better?
898,928,Can you get high if someone touches weed and then you shake their hand and then you eat something with that same hand?
899,929,"If someone grabs you by your shirt with both their hands and tells you to shut up, is that assault and can you call the police?"
900,930,Considering the current trend of information technology what is the future of print media?
901,931,What is this model's name? I see her everywhere.
902,932,What is the best recipe for chicken pizza?
903,933,What are some good pizza recipes?
904,934,What are some good places to learn mountaineering in India?
905,935,What are some good mountaineering institutes for a beginner level mountaineering course?
906,936,Do new table tennis balls damage rubbers?
907,937,How do you unlock a car with a tennis ball?
908,938,My new Xbox one S can't connect to internet during setup. Any solutions?
909,939,Can I withdraw my money from any branch of particular bank .my bank is bank of Baroda I have no Atm card and cheque book?
910,940,Is it wrong for me to be content with my life?
911,941,What is a cover story?
912,942,Is gravity only a theory?
913,943,"According to the M-theory, there are 11 dimensions. Why are only 5 dimensions in regards to gravity addressed in Interstellar?"
914,944,How could I become a fighter pilot when I have less than the required eyesight?
915,945,I have terrible eyesight. Can I still become a fighter pilot in the Air Force?
916,946,Operation executive salary in Infosys?
917,947,"How do I do the Wake Back To Bed lucid dreaming technique when I think I have restless leg syndrome (regardless, my legs hurt at night.)?"
918,948,Have cavemen been scientifically tested?
919,949,Have mythical creatures been scientifically tested?
920,950,Can climate change be reversed?
921,951,Can the global climate change be reversed or halted?
922,952,How should ask my crush for her number?
923,953,What should I ask my crush?
924,954,Why do I believe that gravitation force exist?
925,955,Does gravitational force exists in all planets?
926,956,Did Mahabharata really happen?
927,957,Did Mahabharata really happen or only an allegory according to M.K.Gandhi?
928,958,Can Congress stop Presidents from starting a major war?
929,959,What's a good source to purchase Attorneys eMail addresses? Thanks
930,960,Is it safe to lose 25 pounds in 1 month?
931,961,Is it healthy to lose 13 pounds in a month?
932,962,What are some cute shounen ai series?
933,963,When will the Pokémon series end?
934,964,Why are police lights red and blue?
935,966,How do I post a question that was marked as needing improvement?
936,967,"Why was my question marked as ""needs improvement?"""
937,968,Who owns nature?
938,969,Who owns Natural Factors?
939,970,How can I install OBB/data file on an Android?
940,971,I want to install EXE extension files in Android mobile. Is it possible?
941,972,What is garbage value? And Why do we get garbage value in c?
942,973,What is garbage value in c?
943,974,How do I prepare for software interviews?
944,976,Does Rahul Gandhi have any chance to become next PM of India after Modi?
945,977,Does Rahul Gandhi have chances to become next Pm of India after Modi?
946,978,Is noon 12 am or 12 pm?
947,979,Is it good to do gym at morning and swimming at noon?
948,980,What is the difference between a comet and an asteroid?
949,981,What is the difference between asteroids and comets?
950,982,Is chocolate milk good for you?
951,983,Why is unrefrigerated milk good for you?
952,984,How should I study
953,985,What are some tricks to study effectively?
954,986,Which country is best for higher education and work?
955,987,Which is the best country for higher education after USA and UK?
956,988,What is the painting on this image?
957,989,What is this painting?
958,990,Which are the major highways in California and how are they compared to the major highways in Tennessee?
959,991,Which are the major highways in California and how are they compared to the major highways in Texas?
960,992,What's beyond our Universe?
961,993,"If space is expanding, where does the new space come from?"
962,994,Is growing of hair a physical or a chemical change?
963,995,Can a bald person ever grow their hair back?
964,996,What is the difference between culture and history?
965,997,How is chili different between cultures?
966,998,What does it mean when a guy says I like you?
967,999,"What does it mean when a guy says ""Be safe""?"
968,1000,"What makes a programmer ""good?"""
969,1001,What makes a good programmer great?
970,1002,What will most likely cause World War III?
971,1003,Is World War III imminent?
972,1004,Is civil war likely after the US presidential election?
973,1005,Is the US at risk of some type of uprising after the election?
974,1006,Which European country is the best for asylum seekers?
975,1007,What are the best countries for whistleblowers to seek asylum?
976,1008,Where and how do the crop circles get generated?
977,1009,What are crop circles?
978,1010,Will baking soda help pass a urine test?
979,1011,How does baking soda help you pass a drug test?
980,1012,What is Zika virus and how is it transmitted?
981,1013,How is Zika virus spread?
982,1014,What is the best way to learn algebra by yourself?
983,1015,How do you learn algebra 1 fast?
984,1016,How does it feel to retake a class in college?
985,1017,Does retaking subjects in college affect future job prospects?
986,1018,Does Google Display Network require any site to have it SEO (on-page and off-page optimized) first before they can proceed with GDN? Is this possible?
987,1019,How can I get my name off the first page on Google search?
988,1020,"How hard is it to fake appearing ""spiritual"" in a Christian community?"
989,1021,Why did the Battle of Agincourt happen? How does it compare to the Battle of Edge Hill?
990,1022,What is an actinomorphic flower?
991,1023,Flowers: What is vaijanti?
992,1024,What is the best place for sex?
993,1025,What is the best place to have sex from?
994,1026,Do people with anemia die younger?
995,1027,Does anemia increase irritability?
996,1028,"How do you feel about the new MacBook Pro, late 2016?"
997,1029,Should I get the new Macbook Pro?
998,1030,Does covering your head while sleeping cause brain damage?
999,1031,Does binge drinking cause long term brain damage?
1000,1032,What are the major differences between Chinese culture and western cultures?
1001,1033,What is the difference between Chinese and western culture?
1002,1034,What are scraping techniques?
1003,1035,What are some good free web scrapers / scraping techniques?
1004,1036,I am 29Y old. I have diabetic Type 2. Recently my sugar level was increased to 150 (fasting). I do exercise and eat whole grains. why this happening?
1005,1037,Where can I find the best Security Cameras?
1006,1038,Is it healthy to eat egg whites every day?
1007,1039,Is it healthy to eat one chicken every day?
1008,1040,What words rank the highest on Dictionary.com's difficulty index?
1009,1041,Can Hindi words get a place in the Oxford dictionary?
1010,1042,Why can't I feel remorse or empathy at all?
1011,1043,Why do I not feel remorse?
1012,1044,How many minutes of cardio a day should I do?
1013,1045,How many minutes of yoga can be done in a day?
1014,1046,Why is my dog biting me?
1015,1047,Why did my dog bite me?
1016,1048,How can I treat a severe foot sprain?
1017,1049,How can I get a severe foot sprain?
1018,1050,How can a severe crick in the neck be treated?
1019,1051,What are some symptoms of a severe crick in the neck?
1020,1052,What are the best places to recommend foreigners to visit in Nepal?
1021,1053,What are the best places to visit in Nepal?
1022,1054,"Who do I activate the dlc of skyrim in a laptop? Ive got it working on my computer after doing the command lines, but did the same on laptop, to no use.."
1023,1055,I'm tired of the laptops Ive bought getting old and slow after 2ish years. Do desktops degrade as quickly? Will getting a solid state drive laptop/desktop help increase its longevity?
1024,1056,How should I prepare for HSBC GLT placement tests?
1025,1057,"Which company should I choose, HSBC (GLT) or Cybage Software?"
1026,1058,Did any Indian writers/authors ever use a pen name?
1027,1059,"How badly did Donald Trump miscalculate his run would have on his ""brand"" value?"
1028,1060,How do I register institute providing training in various programming languages for vocational courses as it will exempt it from the service tax?
1029,1061,How much marks should I score in SSC cpo to get Delhi police?
1030,1062,How imminent is world war III?
1031,1063,Are we heading toward World War 3?
1032,1064,How do you write a song?
1033,1065,How do I write a song?
1034,1066,What could be Narendra Modi's next move after demonetization?
1035,1067,What is next step after demonetization?
1036,1068,"If you have me, you want to share me. If you share me, you haven't got me. What am I?"
1037,1069,"If you have me, you want to share me. If you share me, you don't get me. What am I?"
1038,1070,"What is an interesting fact that you know and I don't, but shouldn't?"
1039,1071,What is the most interesting fact that most people don't know about?
1040,1072,What is the problem with controlled fusion?
1041,1073,Why haven't we developed a fusion reactor capable of generating more energy than it consumes? What are the problems we face?
1042,1074,Where do I find 3ds emulator for android?
1043,1075,Is there a working Nintendo 3DS emulator for PC?
1044,1076,"I want to start my clothes boutique in India, from where can I buy cheap wholesale clothes?"
1045,1077,Where can I buy cheap clothes in bulk?
1046,1078,How can I become a true computer science engineer?
1047,1081,How ClockWorkMod works for phones NOT having bootloader unlocked?
1048,1082,What is bss engineer?
1049,1083,Is it right option from being Android Developer to become Translator after 3 years in software development field?
1050,1084,Why do I get punished by Quora moderators when I put Israel and Judaism in a negative light?
1051,1085,How do I excel in computer sciece & programing without wasting four years in CS degree in Indian engineering college?
1052,1086,What can you do in lucid dreams?
1053,1087,How was your experience of Lucid dreaming?
1054,1089,What does it feel like to be attractive and desired by many?
1055,1090,Is it possible to do CA after 12th Science?
1056,1091,What should be done further to apply for Ph.D fellowship from a government institution if I have cleared TIFR GS 2016 written test?
1057,1092,How can I hack someones whatsapp account?
1058,1094,What is it like to study math at UCLA?
1059,1095,Could USC buy UCLA?
1060,1096,What is the best lesson in life?
1061,1097,What is the most important lesson you have learned from life?
1062,1098,What are some Interesting mobile apps?
1063,1099,What are the best mobile apps for recruiters?
1064,1100,How will Trump's presidency affect Indian students who are planning to do a PhD in the US?
1065,1101,How would Trump presidency affect Indian students in the US?
1066,1102,What are the various Batman movies in the series? (In order)
1067,1103,What is the order of the Batman: Arkham games?
1068,1104,What are the best daily life hacks one can use to make his life easy?
1069,1105,What are the hacks in daily life?
1070,1107,How much weight do I lose by purging after every time I eat?
1071,1108,What is your favourite anime character and why?
1072,1109,What is your favorite anime character? And why?
1073,1110,How do ATM machines work internally?
1074,1111,How does ATM transaction work?
1075,1112,How many Mechanical Engineers graduate from India per year?
1076,1113,How many mechanical engineers graduate per year in India?
1077,1114,How do I start a successful private equity firm?
1078,1115,What do you need to start your own private equity firm?
1079,1116,What are most underrated date activities?
1080,1117,What is the most underrated activity?
1081,1118,What are some common facts every mechanical engineer should know?
1082,1119,What should all mechanical engineering students know?
1083,1120,What can be the medium budget to visit best places in Kerala for three members (2-3 days)?
1084,1121,What are the best places to visit in Kerala for college students?
1085,1122,"Why is Quora Digest filled with questions about Google, IQ, and China?"
1086,1123,Why are there so many questions about IQ questions on Quora?
1087,1124,How would you destroy the world?
1088,1125,How can I destroy the world?
1089,1126,How can I earn money from YouTube?
1090,1127,How do I make money through YouTube?
1091,1128,What are the differences between particles and molecules?
1092,1129,How can I entirely turn off syntax highlighting in Sublime Text for Golang?
1093,1130,"On Facebook, how can I add mutual friends?"
1094,1131,Can I see an ordered list of the people with whom I share the most mutual friends on Facebook?
1095,1132,"What is Russian president Vladmir Putin like as a person, to his closest friends and family?"
1096,1133,"When did Putin become a public person, and what was his ""rise to fame"" like?"
1097,1134,How do I start writing again?
1098,1135,How do I start writing?
1099,1136,If time started because of the big bang happening then how could the big bang start because there was no time for the big bang to start?
1100,1137,How did the Big Bang happen when there wasn't any time for it to happen in?
1101,1138,How does it feel to be in a relationship than being single and how does our life changes when we are in a relationship?
1102,1139,Why do I want to stay single all my life after my breakup? Why do I feel like I am done with this serious relationship thing?
1103,1140,How can I start civil service exam preparation from scratch?
1104,1141,When should I start preparing for the civil service exam?
1105,1142,What are the non-invasive blood glucose monitoring systems abroad?
1106,1143,What are the non-invasive blood glucose monitoring systems in India?
1107,1144,What is the difference in pleasure between masturbation and sex?
1108,1146,"What does ""the more things change the more they stay the same"" mean?"
1109,1147,Why do some people believe that life ends at death?
1110,1148,How do I start a solar energy business in egypt?
1111,1150,"Can my PC with specs 2 GB DDR2@ RAM, Intel Core Duo 3.5 GHz, NVidia GeForce GT 610 3gb DDR3 run Assassin's Creed Syndicate and GTA V?"
1112,1151,Does web Methods has future after 5 to 10 years from now?
1113,1152,Do you have any psychic abilities?
1114,1153,Do you have psychic power?
1115,1154,How do I manage time for studies?
1116,1155,How do you manage time between work and study?
1117,1156,What is the academic calendar at XLRI?
1118,1157,Is it possible to give usmele step 1 after 8 years of gap?
1119,1158,What is your take on Urjit Patel as the new RBI governor?
1120,1159,Is Urjit Patel is right person for RBI Governor?
1121,1160,Why do you want to be to president?
1122,1161,Would you want to be President?
1123,1162,Why India does not have friendly relations with it's neighbouring countries?
1124,1163,How are India's relations with the U.S.A.?
1125,1165,How will Trump supporters react once they realize he can't or won't keep his campaign promises?
1126,1167,How can I efficiently learn while sleeping?
1127,1168,Can you play Asian Playstation 4 games on a European Playstation?
1128,1169,Can you play Asian Playstation 4 games on a European Playstation 4?
1129,1170,How do I stop being addicted to porn?
1130,1171,How can I stop watching porn?
1131,1172,"Why did British engineering and manufacturing skills decline so dramatically in the 60s, 70s and 80s, especially when compared with Germany's?"
1132,1173,"Why did the UK have bad living standards in the 70s/80s, but better now?"
1133,1174,How do I work with machine learning researchers after graduation?
1134,1175,How can undergraduate help with machine learning research?
1135,1176,What is the future for iOS Developers?
1136,1177,"As of 2015, what is the future of iOS development?"
1137,1178,What is the meaning of life? Whats our purpose on Earth?
1138,1179,What do you feel is the purpose of life?
1139,1180,How do I be a boyfriend?
1140,1181,How does a girl get a boyfriend?
1141,1182,How is time travel possible?
1142,1183,Do you think time travel is possible?
1143,1184,How can one get a fuller face?
1144,1185,How do I do to get fuller face?
1145,1186,Is it too late for me at the age of 25 thinking to start a career in photography?
1146,1187,I want to start my career as a photographer at age of 25. Is it too late?
1147,1188,What’s the best time to have sex?
1148,1189,When will the best time for having sex?
1149,1190,Can we weld steel and aluminum together?
1150,1191,Why can't steel and aluminum be welded together?
1151,1192,Which YouTube video has the highest like/dislike ratio?
1152,1193,How is it possible for a YouTube video to have more likes/dislikes than views?
1153,1194,What is solution to Kashmir issue?
1154,1195,Is it possible for the Sharif government to resolve the conflicts in Kashmir?
1155,1196,"If you dug a hole through the earth, and came out the other side what would happen?"
1156,1197,If I dug a huge hole in the ground in a straight line what would happen when I reach the opposite side of the Earth? Would my head or my feet come out first?
1157,1198,Can we create free energy?
1158,1199,How do we make free energy?
1159,1200,What should I do for Web design?
1160,1201,What Is Web Design?
1161,1202,What's the funniest highbrow joke you've ever heard?
1162,1203,What are the funniest jokes / stories you ever heard?
1163,1204,How do I find the phenotypic ratio?
1164,1205,What is a phenotype ratio?
1165,1206,Why does Saturn benefit a house it sits in slowly?
1166,1207,Why does time seem to pass so slowly when you are in a boring lecture?
1167,1208,Who is the most academically qualified Bollywood celebrity?
1168,1209,Which bollywood celebrity has his/her own jet?
1169,1210,"Is there a difference in quality between wired and wireless headphones? If so, why?"
1170,1211,What are the differences between having BOSE headphones in the ear and around the ear?
1171,1212,What are some movies that everyone needs to watch at least once in life?
1172,1213,What movies would you recommend everyone to watch?
1173,1214,Can World War 3 ever take place?
1174,1215,Is World War 3 more imminent than expected?
1175,1216,How can eating prunes help during a constipation?
1176,1217,Does eating prunes help with constipation?
1177,1218,You have given all statement as correct in UNCCD question in CSE prelim 2016. While many coachings have taken 2nd statement as wrong.?
1178,1219,Have you ever been told any condescending statement by your elders to prove their point in question ?
1179,1220,What would be today’s technology had we never realized the value of binary numbers and harnessed it to produce digital technology?
1180,1221,Would the world be less technologically advanced if the two world wars had never occurred?
1181,1222,What is the best way to invest in oil and natural gas?
1182,1223,What is the minimum investment If I want to buy oil and gas royalties?
1183,1224,Is Arnab Goswami pro-BJP?
1184,1225,Are Quorans supportive of Modi?
1185,1226,What are some good sources for learning NuGet?
1186,1227,What is a good source to learn mathematica?
1187,1228,How would do you describe a person with lots of interests?
1188,1229,What are some examples of how to describe a person in a positive light?
1189,1230,Is it possible to turn off indicator light on a dahua camera?
1190,1231,What happens when you fly into a country but they refuse you entry?
1191,1232,Why is Barack Obama so important for the world?
1192,1233,Why is Barack Obama so important to the world?
1193,1235,Has Pakistan become a safe haven for global terrorism?
1194,1236,How do I can stop hairfall?
1195,1237,How can I stop hairfall?
1196,1239,What's the best classical music piece of all time?
1197,1240,What are some unusual aspects about politics and government in Hungary?
1198,1241,What are some unusual aspects about politics and government in Singapore?
1199,1242,What is the aim?
1200,1243,What is the aim of science?
1201,1244,How should I respond to my boss who fired me via email?
1202,1245,Is it okay to fire someone via email?
1203,1246,What are cheap and budget stay options in North Goa?
1204,1247,What are some nice budget places to stay in Goa?
1205,1249,Are there any website like Quora?
1206,1250,What are the conditions in European refugee camps?
1207,1252,"What is the opposite of ""homebird""?"
1208,1253,What is the opposite of take off?
1209,1254,How do you know that your fiance loves you?
1210,1255,What are the things that you love the most about your fiance?
1211,1256,Can somebody explain to me how to do this problem with steps?
1212,1257,Can somebody explain to me how to do with steps this little problem?
1213,1258,How do I develop my presence of mind?
1214,1259,How can I increase my presence of mind?
1215,1260,Mathematical Fallacies: What is wrong in this proof that 2+2 = 5?
1216,1261,How would mathematics change had 2 plus 2 been equal to 5?
1217,1262,Will it help CIBIL score if I pay off my written-off amount?
1218,1263,Does my CIBIL score gets impacted if I only pay the minimum due amount?
1219,1264,Should the Hobbit be considered a canonical Tolkien work?
1220,1265,"What is the proper, canonical spelling of Middle-earth in Tolkien's works?"
1221,1266,What do Japanese think about Malaysian?
1222,1267,What do Malaysians think about indians?
1223,1268,Is the Har Ki Dun trek easy?
1224,1269,Can I take 10 month baby to base camp of Har ki dun trek?
